contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
IBM250912P00300000,IBM,2025-09-12,300.0,put,0.0,60.65,59.5,32,61.8,105,0,0,2025-08-15,0.54657,-0.91684,0.00422,-0.06594,0.10164,-0.21508
IBM250912C00305000,IBM,2025-09-12,305.0,call,0.0,0.01,0.0,0,1.33,103,0,0,2025-08-15,0.29292,0.00194,0.00032,-0.0022,0.0041,0.00035
IBM250912P00305000,IBM,2025-09-12,305.0,put,0.0,65.58,64.4,46,66.75,95,0,0,2025-08-15,0.5856,-0.91672,0.00394,-0.07254,0.10175,-0.21895
IBM250912C00310000,IBM,2025-09-12,310.0,call,0.0,0.01,0.0,0,1.33,105,0,0,2025-08-15,0.31243,0.00193,0.0003,-0.00233,0.00407,0.00035
IBM250912P00310000,IBM,2025-09-12,310.0,put,0.0,70.6,69.45,47,71.75,100,0,0,2025-08-15,0.60511,-0.9237,0.00357,-0.06826,0.09522,-0.22398
IBM250912C00315000,IBM,2025-09-12,315.0,call,0.0,0.01,0.0,0,1.33,103,0,0,2025-08-15,0.33194,0.00194,0.00028,-0.00248,0.00409,0.00035
IBM250912P00315000,IBM,2025-09-12,315.0,put,0.0,75.2,73.95,86,76.45,80,0,0,2025-08-15,0.60511,-0.93648,0.0031,-0.05379,0.08269,-0.22996
IBM250912C00320000,IBM,2025-09-12,320.0,call,0.0,0.01,0.0,0,1.32,112,0,0,2025-08-15,0.35146,0.00196,0.00027,-0.00265,0.00413,0.00035
IBM250912P00320000,IBM,2025-09-12,320.0,put,0.0,80.53,79.35,58,81.7,97,0,0,2025-08-15,0.66364,-0.92806,0.00311,-0.07194,0.09104,-0.23244
IBM250912C00325000,IBM,2025-09-12,325.0,call,0.0,0.01,0.0,0,1.32,109,0,0,2025-08-15,0.35146,0.00117,0.00017,-0.00165,0.00258,0.00021
IBM250912P00325000,IBM,2025-09-12,325.0,put,0.0,85.2,84.3,60,86.1,49,0,0,2025-08-15,0.64413,-0.945,0.0026,-0.04799,0.07386,-0.23909
IBM250912C00330000,IBM,2025-09-12,330.0,call,0.0,0.01,0.0,0,1.32,102,0,0,2025-08-15,0.37097,0.00123,0.00017,-0.00183,0.00271,0.00022
IBM250912P00330000,IBM,2025-09-12,330.0,put,0.0,90.47,89.35,52,91.6,77,0,0,2025-08-15,0.72218,-0.93074,0.00278,-0.07682,0.08842,-0.24062
IBM250912C00335000,IBM,2025-09-12,335.0,call,0.4,0.01,0.0,0,1.31,107,0,2,2025-08-15,0.39048,0.00131,0.00017,-0.00203,0.00286,0.00023
IBM250912P00335000,IBM,2025-09-12,335.0,put,0.0,95.12,94.05,75,96.2,56,0,0,2025-08-15,0.70267,-0.94577,0.00236,-0.05346,0.07304,-0.24693
IBM250912C00340000,IBM,2025-09-12,340.0,call,0.0,0.01,0.0,0,1.31,109,0,0,2025-08-15,0.40999,0.00139,0.00017,-0.00225,0.00302,0.00025
IBM250912P00340000,IBM,2025-09-12,340.0,put,0.0,100.17,99.35,50,101.0,44,0,0,2025-08-15,0.72218,-0.94851,0.0022,-0.05155,0.0701,-0.25123
IBM250912C00345000,IBM,2025-09-12,345.0,call,0.0,0.01,0.0,0,1.31,105,0,0,2025-08-15,0.4295,0.00147,0.00017,-0.00249,0.00319,0.00026
IBM250912P00345000,IBM,2025-09-12,345.0,put,0.0,104.8,103.9,90,105.7,8,0,0,2025-08-15,0.70267,-0.96048,0.00183,-0.03133,0.05665,-0.25705
IBM250912C00350000,IBM,2025-09-12,350.0,call,0.0,0.01,0.0,0,1.31,108,0,0,2025-08-15,0.44901,0.00157,0.00017,-0.00275,0.00337,0.00028
IBM250912P00350000,IBM,2025-09-12,350.0,put,0.0,110.25,108.75,100,111.75,111,0,0,2025-08-15,0.80022,-0.94315,0.00215,-0.06843,0.07581,-0.25806
IBM250912C00355000,IBM,2025-09-12,355.0,call,0.0,0.01,0.0,0,1.31,104,0,0,2025-08-15,0.44901,0.00108,0.00012,-0.00195,0.00239,0.00019
IBM250912P00355000,IBM,2025-09-12,355.0,put,0.0,115.53,114.35,56,116.7,108,0,0,2025-08-15,0.85876,-0.93548,0.00221,-0.08804,0.0837,-0.26069
IBM250912C00360000,IBM,2025-09-12,360.0,call,0.0,0.01,0.0,0,1.31,106,0,0,2025-08-15,0.46853,0.00117,0.00013,-0.00219,0.00258,0.00021
IBM250912P00360000,IBM,2025-09-12,360.0,put,0.0,120.03,118.7,98,121.35,78,0,0,2025-08-15,0.81974,-0.95183,0.00184,-0.05598,0.06647,-0.26716
IBM250912C00365000,IBM,2025-09-12,365.0,call,0.0,0.01,0.0,0,1.31,105,0,0,2025-08-15,0.48804,0.00127,0.00013,-0.00246,0.00279,0.00023
IBM250912P00365000,IBM,2025-09-12,365.0,put,0.0,125.55,124.55,29,126.55,76,0,0,2025-08-15,0.89778,-0.9398,0.002,-0.08552,0.0793,-0.26908
IBM250912C00370000,IBM,2025-09-12,370.0,call,0.0,0.01,0.0,0,1.31,105,0,0,2025-08-15,0.48804,0.00091,0.0001,-0.00181,0.00205,0.00016
IBM250912P00370000,IBM,2025-09-12,370.0,put,0.0,130.05,129.25,60,130.85,16,0,0,2025-08-15,0.85876,-0.95467,0.00167,-0.05451,0.06331,-0.27531
IBM250912C00375000,IBM,2025-09-12,375.0,call,0.0,0.01,0.0,0,1.3,106,0,0,2025-08-15,0.50755,0.001,0.0001,-0.00206,0.00224,0.00018
IBM250912P00375000,IBM,2025-09-12,375.0,put,0.0,135.68,134.6,42,136.75,102,0,0,2025-08-15,0.97583,-0.93424,0.00197,-0.10536,0.08495,-0.27592
IBM250912C00380000,IBM,2025-09-12,380.0,call,0.0,0.01,0.0,0,1.3,103,0,0,2025-08-15,0.52706,0.00111,0.00011,-0.00234,0.00245,0.0002
IBM250912P00380000,IBM,2025-09-12,380.0,put,0.0,140.7,139.7,9,141.7,94,0,0,2025-08-15,0.99534,-0.9359,0.0019,-0.10471,0.08328,-0.28003
IBM250919C00100000,IBM,2025-09-19,100.0,call,144.7,140.27,138.45,100,142.1,100,0,2,2025-08-15,1.17095,0.99539,0.00015,-0.02836,0.00998,0.0943
IBM250919P00100000,IBM,2025-09-19,100.0,put,0.0,0.01,0.0,0,1.23,89,0,3,2025-08-15,0.89778,-0.00049,3e-05,-0.00163,0.00128,-0.00012
IBM250919C00105000,IBM,2025-09-19,105.0,call,0.0,135.25,133.35,105,137.15,105,0,0,2025-08-15,1.05388,0.99659,0.00013,-0.02377,0.00762,0.0994
IBM250919P00105000,IBM,2025-09-19,105.0,put,0.0,0.01,0.0,0,0.63,111,0,0,2025-08-15,0.85876,-0.00057,3e-05,-0.00181,0.00149,-0.00014
IBM250919C00110000,IBM,2025-09-19,110.0,call,144.4,130.32,128.5,105,132.15,107,0,0,2025-08-15,1.05388,0.99481,0.00019,-0.02954,0.0111,0.10371
IBM250919P00110000,IBM,2025-09-19,110.0,put,0.0,0.01,0.0,0,0.25,80,0,7,2025-08-15,0.81974,-0.00066,4e-05,-0.00197,0.0017,-0.00016
IBM250919C00115000,IBM,2025-09-19,115.0,call,0.0,125.3,123.4,104,127.2,106,0,0,2025-08-15,0.95632,0.99589,0.00017,-0.02578,0.00902,0.10878
IBM250919P00115000,IBM,2025-09-19,115.0,put,0.0,0.01,0.0,0,0.83,106,0,0,2025-08-15,0.7612,-0.00057,4e-05,-0.00161,0.0015,-0.00014
IBM250919C00120000,IBM,2025-09-19,120.0,call,0.0,120.38,118.55,105,122.2,105,0,0,2025-08-15,0.95632,0.99377,0.00025,-0.03181,0.01305,0.11301
IBM250919P00120000,IBM,2025-09-19,120.0,put,0.0,0.01,0.0,0,0.16,145,0,45,2025-08-15,0.72218,-0.00063,4e-05,-0.00167,0.00163,-0.00015
IBM250919C00125000,IBM,2025-09-19,125.0,call,101.85,115.32,114.8,12,115.85,30,0,0,2025-08-15,0.83925,0.99599,0.00019,-0.0252,0.00881,0.11837
IBM250919P00125000,IBM,2025-09-19,125.0,put,0.0,0.01,0.0,0,0.44,273,0,80,2025-08-15,0.68315,-0.00068,5e-05,-0.00169,0.00175,-0.00017
IBM250919C00130000,IBM,2025-09-19,130.0,call,95.69,110.38,109.0,107,111.75,107,0,0,2025-08-15,0.81974,0.99468,0.00025,-0.02849,0.01135,0.12281
IBM250919P00130000,IBM,2025-09-19,130.0,put,0.0,0.01,0.0,0,0.85,122,0,15,2025-08-15,0.64413,-0.00072,5e-05,-0.00167,0.00184,-0.00017
IBM250919C00135000,IBM,2025-09-19,135.0,call,113.08,105.38,104.9,13,105.85,12,0,0,2025-08-15,0.7612,0.99494,0.00026,-0.0276,0.01086,0.12766
IBM250919P00135000,IBM,2025-09-19,135.0,put,0.0,0.01,0.0,0,0.26,103,0,10,2025-08-15,0.60511,-0.00074,6e-05,-0.00161,0.00189,-0.00018
IBM250919C00140000,IBM,2025-09-19,140.0,call,100.9,100.6,99.95,10,101.25,86,0,1,2025-08-15,0.83925,0.98663,0.00055,-0.04664,0.02545,0.13031
IBM250919P00140000,IBM,2025-09-19,140.0,put,0.0,0.01,0.0,0,0.12,11,0,211,2025-08-15,0.56608,-0.00074,6e-05,-0.00151,0.00189,-0.00018
IBM250919C00145000,IBM,2025-09-19,145.0,call,106.9,95.47,94.95,11,96.0,28,0,0,2025-08-15,0.70267,0.99262,0.00039,-0.03211,0.01515,0.13664
IBM250919P00145000,IBM,2025-09-19,145.0,put,0.0,0.01,0.0,0,1.27,297,0,68,2025-08-15,0.54657,-0.00104,9e-05,-0.00199,0.00258,-0.00025
IBM250919C00150000,IBM,2025-09-19,150.0,call,110.35,90.47,89.95,12,91.0,26,0,1,2025-08-15,0.66364,0.9919,0.00045,-0.03307,0.01645,0.14124
IBM250919P00150000,IBM,2025-09-19,150.0,put,0.0,0.01,0.0,0,1.27,340,0,132,2025-08-15,0.50755,-0.00101,9e-05,-0.00179,0.00252,-0.00024
IBM250919C00155000,IBM,2025-09-19,155.0,call,95.27,85.85,85.1,14,86.6,106,0,0,2025-08-15,0.74169,0.9789,0.00092,-0.05751,0.03762,0.14272
IBM250919P00155000,IBM,2025-09-19,155.0,put,0.0,0.01,0.0,0,1.28,690,0,252,2025-08-15,0.46853,-0.00095,9e-05,-0.00156,0.00238,-0.00023
IBM250919C00160000,IBM,2025-09-19,160.0,call,80.05,80.57,80.1,14,81.05,11,1,0,2025-08-15,0.60511,0.9885,0.00067,-0.03787,0.02234,0.14996
IBM250919P00160000,IBM,2025-09-19,160.0,put,0.0,0.08,0.01,2,0.15,20,0,161,2025-08-15,0.54657,-0.00625,0.00043,-0.01003,0.01308,-0.00152
IBM250919C00165000,IBM,2025-09-19,165.0,call,87.0,75.62,75.05,14,76.2,49,0,0,2025-08-15,0.56608,0.98753,0.00077,-0.03851,0.02398,0.15451
IBM250919P00165000,IBM,2025-09-19,165.0,put,0.0,0.01,0.0,0,0.5,723,0,415,2025-08-15,0.40999,-0.00119,0.00013,-0.00168,0.00293,-0.00028
IBM250919C00170000,IBM,2025-09-19,170.0,call,79.4,70.62,70.1,19,71.15,27,0,3,2025-08-15,0.52706,0.98654,0.00088,-0.03896,0.0256,0.15906
IBM250919P00170000,IBM,2025-09-19,170.0,put,0.0,0.01,0.0,0,1.1,591,0,518,2025-08-15,0.37097,-0.00102,0.00012,-0.00131,0.00254,-0.00024
IBM250919C00175000,IBM,2025-09-19,175.0,call,65.45,65.78,65.4,7,66.15,11,1,1,2025-08-15,0.52706,0.97908,0.00129,-0.04815,0.03734,0.162
IBM250919P00175000,IBM,2025-09-19,175.0,put,0.06,0.32,0.01,1,0.63,641,3,252,2025-08-15,0.52706,-0.02092,0.00129,-0.02748,0.03734,-0.00512
IBM250919C00180000,IBM,2025-09-19,180.0,call,58.5,60.7,60.2,11,61.2,14,0,4,2025-08-15,0.46853,0.98105,0.00133,-0.04367,0.03433,0.16729
IBM250919P00180000,IBM,2025-09-19,180.0,put,0.06,0.21,0.04,1,0.38,461,4,793,2025-08-15,0.44901,-0.01539,0.00116,-0.01797,0.02873,-0.00372
IBM250919C00185000,IBM,2025-09-19,185.0,call,65.2,55.62,55.2,12,56.05,12,0,7,2025-08-15,0.39048,0.98738,0.00113,-0.03499,0.02422,0.17363
IBM250919P00185000,IBM,2025-09-19,185.0,put,0.15,0.01,0.0,0,0.35,381,3,1083,2025-08-15,0.29292,-0.0016,0.00024,-0.00156,0.00384,-0.00038
IBM250919C00190000,IBM,2025-09-19,190.0,call,60.7,50.75,50.25,7,51.25,13,0,3,2025-08-15,0.39048,0.97816,0.0018,-0.04339,0.03872,0.17618
IBM250919P00190000,IBM,2025-09-19,190.0,put,0.17,0.01,0.0,0,0.63,576,6,460,2025-08-15,0.27341,-0.00228,0.00035,-0.002,0.0053,-0.00054
IBM250919C00195000,IBM,2025-09-19,195.0,call,55.5,46.12,45.35,14,46.9,98,0,0,2025-08-15,0.40999,0.95751,0.00297,-0.06111,0.06718,0.17591
IBM250919P00195000,IBM,2025-09-19,195.0,put,0.25,0.2,0.06,158,0.35,268,1,326,2025-08-15,0.35146,-0.02331,0.00211,-0.01985,0.04091,-0.00559
IBM250919C00200000,IBM,2025-09-19,200.0,call,38.55,41.2,40.45,13,41.95,84,0,16,2025-08-15,0.39048,0.94442,0.00387,-0.06841,0.08327,0.17752
IBM250919P00200000,IBM,2025-09-19,200.0,put,0.34,0.3,0.2,10,0.4,18,1,750,2025-08-15,0.33194,-0.03186,0.0029,-0.02423,0.05308,-0.00763
IBM250919C00205000,IBM,2025-09-19,205.0,call,31.45,36.2,35.95,10,36.45,21,0,268,2025-08-15,0.33194,0.94673,0.0044,-0.06082,0.08052,0.18296
IBM250919P00205000,IBM,2025-09-19,205.0,put,0.34,0.44,0.26,81,0.62,421,3,246,2025-08-15,0.31243,-0.04377,0.004,-0.02942,0.06881,-0.01047
IBM250919C00210000,IBM,2025-09-19,210.0,call,28.97,31.17,30.7,14,31.65,15,0,73,2025-08-15,0.29292,0.93948,0.00552,-0.06027,0.08903,0.18606
IBM250919P00210000,IBM,2025-09-19,210.0,put,0.52,0.54,0.52,11,0.56,19,22,687,2025-08-15,0.29292,-0.06052,0.00552,-0.03546,0.08903,-0.01448
IBM250919C00215000,IBM,2025-09-19,215.0,call,24.6,26.55,25.95,14,27.15,26,0,96,2025-08-15,0.29292,0.90164,0.00797,-0.07634,0.12871,0.1817
IBM250919P00215000,IBM,2025-09-19,215.0,put,0.79,0.8,0.77,35,0.83,20,4,1177,2025-08-15,0.27341,-0.08428,0.00762,-0.04234,0.11478,-0.02015
IBM250919C00220000,IBM,2025-09-19,220.0,call,22.32,21.98,21.8,78,22.15,60,7,242,2025-08-15,0.27341,0.86549,0.01067,-0.08479,0.16077,0.17779
IBM250919P00220000,IBM,2025-09-19,220.0,put,1.18,1.22,1.18,53,1.26,16,66,1422,2025-08-15,0.2539,-0.11821,0.0105,-0.0498,0.14693,-0.02826
IBM250919C00225000,IBM,2025-09-19,225.0,call,15.93,17.9,17.1,93,18.7,187,0,203,2025-08-15,0.27341,0.79951,0.01381,-0.10189,0.20813,0.1665
IBM250919P00225000,IBM,2025-09-19,225.0,put,1.88,1.93,1.83,73,2.02,134,52,1494,2025-08-15,0.2539,-0.18455,0.01414,-0.06628,0.19785,-0.04431
IBM250919C00230000,IBM,2025-09-19,230.0,call,13.9,13.95,13.6,1,14.3,163,8,304,2025-08-15,0.2539,0.73191,0.01748,-0.10788,0.24457,0.15493
IBM250919P00230000,IBM,2025-09-19,230.0,put,2.94,2.87,2.8,130,2.93,49,62,1616,2025-08-15,0.23438,-0.25341,0.0184,-0.07202,0.23759,-0.06088
IBM250919C00235000,IBM,2025-09-19,235.0,call,9.95,10.1,9.95,123,10.25,57,141,538,2025-08-15,0.23438,0.64337,0.02143,-0.10979,0.27681,0.13823
IBM250919P00235000,IBM,2025-09-19,235.0,put,4.17,4.3,4.2,184,4.4,95,150,1964,2025-08-15,0.23438,-0.35663,0.02143,-0.08202,0.27681,-0.08618
IBM250919C00240000,IBM,2025-09-19,240.0,call,7.15,7.15,7.05,20,7.25,111,1102,1117,2025-08-15,0.23438,0.53085,0.02286,-0.11309,0.29526,0.11503
IBM250919P00240000,IBM,2025-09-19,240.0,put,6.35,6.35,6.25,24,6.45,99,115,3284,2025-08-15,0.23438,-0.46915,0.02286,-0.08474,0.29526,-0.11415
IBM250919C00245000,IBM,2025-09-19,245.0,call,4.8,4.78,4.7,76,4.85,101,391,1645,2025-08-15,0.21487,0.40836,0.02435,-0.09957,0.2883,0.08954
IBM250919P00245000,IBM,2025-09-19,245.0,put,8.92,9.05,8.9,91,9.2,48,205,2120,2025-08-15,0.21487,-0.59164,0.02435,-0.07063,0.2883,-0.14441
IBM250919C00250000,IBM,2025-09-19,250.0,call,3.0,3.05,3.0,105,3.1,135,1415,5446,2025-08-15,0.21487,0.29619,0.02167,-0.08685,0.2566,0.06532
IBM250919P00250000,IBM,2025-09-19,250.0,put,12.42,12.32,12.15,101,12.5,76,42,5164,2025-08-15,0.21487,-0.70381,0.02167,-0.05731,0.2566,-0.17341
IBM250919C00255000,IBM,2025-09-19,255.0,call,1.89,1.94,1.85,169,2.02,158,134,864,2025-08-15,0.21487,0.20242,0.01768,-0.0698,0.20933,0.04485
IBM250919P00255000,IBM,2025-09-19,255.0,put,16.0,16.6,16.2,38,17.0,123,4,770,2025-08-15,0.23438,-0.77573,0.01721,-0.0504,0.22222,-0.19404
IBM250919C00260000,IBM,2025-09-19,260.0,call,1.21,1.21,1.18,50,1.25,15,610,3956,2025-08-15,0.23438,0.15259,0.01355,-0.0628,0.17506,0.03379
IBM250919P00260000,IBM,2025-09-19,260.0,put,20.35,20.75,20.55,59,20.95,17,2,2173,2025-08-15,0.2539,-0.8266,0.0136,-0.04302,0.19024,-0.21005
IBM250919C00265000,IBM,2025-09-19,265.0,call,0.82,0.77,0.73,13,0.8,4,663,1678,2025-08-15,0.23438,0.0989,0.01001,-0.04599,0.12923,0.02198
IBM250919P00265000,IBM,2025-09-19,265.0,put,25.35,25.73,25.15,65,26.3,152,7,1033,2025-08-15,0.29292,-0.84475,0.01097,-0.047,0.17707,-0.21899
IBM250919C00270000,IBM,2025-09-19,270.0,call,0.49,0.49,0.44,1,0.54,61,136,2679,2025-08-15,0.23438,0.06113,0.00695,-0.03173,0.08972,0.01362
IBM250919P00270000,IBM,2025-09-19,270.0,put,0.0,30.15,29.85,44,30.45,11,0,662,2025-08-15,0.27341,-0.90551,0.00829,-0.0195,0.12497,-0.23694
IBM250919C00275000,IBM,2025-09-19,275.0,call,0.34,0.34,0.28,3,0.4,1,29,1261,2025-08-15,0.2539,0.04904,0.00539,-0.02869,0.07539,0.01091
IBM250919P00275000,IBM,2025-09-19,275.0,put,34.85,35.67,34.95,16,36.4,136,50,53,2025-08-15,0.35146,-0.8788,0.00772,-0.04586,0.14954,-0.23617
IBM250919C00280000,IBM,2025-09-19,280.0,call,0.22,0.28,0.21,3,0.34,25,344,4229,2025-08-15,0.27341,0.04065,0.0043,-0.02643,0.06482,0.00903
IBM250919P00280000,IBM,2025-09-19,280.0,put,39.85,40.58,39.9,51,41.25,179,1280,123,2025-08-15,0.39048,-0.88292,0.00678,-0.05147,0.14593,-0.24198
IBM250919C00285000,IBM,2025-09-19,285.0,call,0.18,0.17,0.15,1,0.2,20,39,1622,2025-08-15,0.27341,0.02546,0.00292,-0.01791,0.04405,0.00567
IBM250919P00285000,IBM,2025-09-19,285.0,put,44.34,44.88,44.25,117,45.5,12,290,38,2025-08-15,0.35146,-0.93283,0.00499,-0.01663,0.09655,-0.25742
IBM250919C00290000,IBM,2025-09-19,290.0,call,0.14,0.24,0.11,10,0.38,194,66,1922,2025-08-15,0.31243,0.03027,0.00296,-0.02354,0.05089,0.00671
IBM250919P00290000,IBM,2025-09-19,290.0,put,49.4,49.88,49.15,94,50.6,13,500,65,2025-08-15,0.39048,-0.93055,0.0046,-0.02287,0.09906,-0.26178
IBM250919C00295000,IBM,2025-09-19,295.0,call,0.09,0.06,0.02,35,0.09,29,11,744,2025-08-15,0.27341,0.00915,0.00121,-0.0074,0.0183,0.00204
IBM250919P00295000,IBM,2025-09-19,295.0,put,54.53,55.4,54.35,116,56.45,131,290,46,2025-08-15,0.46853,-0.90809,0.00474,-0.04955,0.12244,-0.26192
IBM250919C00300000,IBM,2025-09-19,300.0,call,0.09,0.05,0.01,46,0.09,37,15,4237,2025-08-15,0.29292,0.00861,0.00108,-0.0075,0.01736,0.00192
IBM250919P00300000,IBM,2025-09-19,300.0,put,0.0,60.2,59.7,50,60.7,11,0,1,2025-08-15,0.46853,-0.92576,0.00404,-0.03633,0.10427,-0.27046
IBM250919C00305000,IBM,2025-09-19,305.0,call,0.29,0.01,0.0,0,0.29,176,1,261,2025-08-15,0.2539,0.00148,0.00026,-0.00134,0.00359,0.00033
IBM250919P00305000,IBM,2025-09-19,305.0,put,0.0,65.25,64.7,48,65.8,10,0,0,2025-08-15,0.50755,-0.92326,0.00382,-0.04353,0.10693,-0.27479
IBM250919C00310000,IBM,2025-09-19,310.0,call,0.19,0.2,0.01,3,0.38,274,2,1984,2025-08-15,0.39048,0.0211,0.00175,-0.02156,0.03761,0.00464
IBM250919P00310000,IBM,2025-09-19,310.0,put,0.0,70.28,69.85,14,70.7,11,0,0,2025-08-15,0.54657,-0.92071,0.00364,-0.05106,0.10961,-0.27911
IBM250919C00315000,IBM,2025-09-19,315.0,call,0.16,0.18,0.07,1,0.28,198,0,119,2025-08-15,0.39048,0.01524,0.00132,-0.01631,0.0285,0.00336
IBM250919P00315000,IBM,2025-09-19,315.0,put,0.0,75.22,74.75,12,75.7,14,0,0,2025-08-15,0.56608,-0.926,0.00333,-0.04885,0.10401,-0.28504
IBM250919C00320000,IBM,2025-09-19,320.0,call,0.06,0.14,0.02,1,0.25,59,2,1417,2025-08-15,0.40999,0.01467,0.00122,-0.01655,0.02757,0.00323
IBM250919P00320000,IBM,2025-09-19,320.0,put,79.62,80.22,79.7,48,80.75,17,50,12,2025-08-15,0.5856,-0.93047,0.00307,-0.04697,0.09915,-0.29079
IBM250919C00325000,IBM,2025-09-19,325.0,call,0.04,0.01,0.0,0,0.05,1,1,172,2025-08-15,0.31243,0.00113,0.00016,-0.00128,0.00279,0.00025
IBM250919P00325000,IBM,2025-09-19,325.0,put,0.0,85.28,84.75,16,85.8,14,0,0,2025-08-15,0.62462,-0.92721,0.00298,-0.05515,0.1027,-0.29496
IBM250919C00330000,IBM,2025-09-19,330.0,call,0.1,0.01,0.0,0,0.63,265,0,899,2025-08-15,0.33194,0.00127,0.00017,-0.00151,0.00312,0.00028
IBM250919P00330000,IBM,2025-09-19,330.0,put,0.0,89.92,89.1,107,90.75,17,0,0,2025-08-15,0.60511,-0.94407,0.00251,-0.03482,0.08368,-0.30323
IBM250919C00335000,IBM,2025-09-19,335.0,call,0.13,0.01,0.0,0,0.65,236,0,193,2025-08-15,0.35146,0.00143,0.00018,-0.00178,0.00347,0.00032
IBM250919P00335000,IBM,2025-09-19,335.0,put,0.0,95.28,94.7,7,95.85,11,0,0,2025-08-15,0.66364,-0.9339,0.00261,-0.05254,0.09535,-0.30597
IBM250919C00340000,IBM,2025-09-19,340.0,call,0.1,0.01,0.0,0,1.19,215,0,489,2025-08-15,0.37097,0.0016,0.00019,-0.00208,0.00383,0.00036
IBM250919P00340000,IBM,2025-09-19,340.0,put,0.0,100.25,99.7,48,100.8,14,0,0,2025-08-15,0.68315,-0.93657,0.00245,-0.05161,0.09235,-0.31133
IBM250919C00345000,IBM,2025-09-19,345.0,call,0.11,0.01,0.0,0,1.47,150,0,14,2025-08-15,0.37097,0.00105,0.00013,-0.00141,0.00261,0.00023
IBM250919P00345000,IBM,2025-09-19,345.0,put,0.0,104.95,104.15,103,105.75,17,0,0,2025-08-15,0.68315,-0.94471,0.0022,-0.04161,0.08292,-0.3178
IBM250919C00350000,IBM,2025-09-19,350.0,call,0.05,0.04,0.03,1,0.05,9,1,1338,2025-08-15,0.44901,0.00436,0.00038,-0.00622,0.00951,0.00096
IBM250919P00350000,IBM,2025-09-19,350.0,put,0.0,110.25,109.8,20,110.7,14,0,0,2025-08-15,0.74169,-0.9351,0.0023,-0.05993,0.09401,-0.32068
IBM250919C00355000,IBM,2025-09-19,355.0,call,0.1,0.01,0.0,0,1.27,134,0,19,2025-08-15,0.40999,0.00137,0.00015,-0.00198,0.00332,0.0003
IBM250919P00355000,IBM,2025-09-19,355.0,put,0.0,115.35,114.95,14,115.75,16,0,0,2025-08-15,0.78071,-0.93137,0.00228,-0.0693,0.09816,-0.32476
IBM250919C00360000,IBM,2025-09-19,360.0,call,0.26,0.01,0.0,0,0.56,223,0,156,2025-08-15,0.40999,0.00095,0.00011,-0.00142,0.00238,0.00021
IBM250919P00360000,IBM,2025-09-19,360.0,put,0.0,120.2,119.65,72,120.75,13,0,0,2025-08-15,0.78071,-0.9387,0.00209,-0.05934,0.08992,-0.33103
IBM250919C00365000,IBM,2025-09-19,365.0,call,0.05,0.01,0.0,0,0.26,111,0,8,2025-08-15,0.4295,0.00109,0.00011,-0.0017,0.00271,0.00024
IBM250919P00365000,IBM,2025-09-19,365.0,put,0.0,125.2,124.7,48,125.7,12,0,0,2025-08-15,0.80022,-0.94014,0.002,-0.05931,0.08826,-0.33613
IBM250919C00370000,IBM,2025-09-19,370.0,call,0.15,0.01,0.0,0,0.5,113,0,28,2025-08-15,0.44901,0.00125,0.00012,-0.00201,0.00308,0.00028
IBM250919P00370000,IBM,2025-09-19,370.0,put,0.0,129.93,129.1,107,130.75,14,0,0,2025-08-15,0.80022,-0.9464,0.00183,-0.05016,0.08091,-0.34218
IBM250919C00375000,IBM,2025-09-19,375.0,call,0.08,0.01,0.0,0,1.27,111,0,3,2025-08-15,0.44901,0.00091,9e-05,-0.00149,0.00229,0.0002
IBM250919P00375000,IBM,2025-09-19,375.0,put,0.0,135.28,134.75,11,135.8,12,0,0,2025-08-15,0.85876,-0.93749,0.00193,-0.0693,0.0913,-0.34523
IBM250919C00380000,IBM,2025-09-19,380.0,call,0.08,0.01,0.0,0,0.5,113,0,6,2025-08-15,0.46853,0.00106,0.0001,-0.00179,0.00263,0.00023
IBM250919P00380000,IBM,2025-09-19,380.0,put,0.0,139.9,139.1,99,140.7,12,0,0,2025-08-15,0.83925,-0.94811,0.00171,-0.05098,0.07885,-0.35213
IBM250919C00385000,IBM,2025-09-19,385.0,call,0.07,0.01,0.0,0,1.27,137,0,6,2025-08-15,0.48804,0.00122,0.00011,-0.00212,0.00299,0.00027
IBM250919P00385000,IBM,2025-09-19,385.0,put,0.0,145.35,144.95,11,145.75,13,0,0,2025-08-15,0.91729,-0.93464,0.00187,-0.08004,0.09453,-0.3543
IBM250919C00390000,IBM,2025-09-19,390.0,call,0.04,0.01,0.0,0,0.1,41,0,211,2025-08-15,0.48804,0.00091,9e-05,-0.00163,0.0023,0.0002
IBM250919P00390000,IBM,2025-09-19,390.0,put,0.0,149.93,149.1,102,150.75,7,0,0,2025-08-15,0.87827,-0.94931,0.0016,-0.05233,0.0774,-0.36197
IBM250926C00150000,IBM,2025-09-26,150.0,call,0.0,90.3,89.1,113,91.5,74,0,0,2025-08-15,0.01976,1.0,0.0,-0.01771,0.0,0.17174
IBM250926P00150000,IBM,2025-09-26,150.0,put,0.0,0.01,0.0,0,0.5,200,0,1,2025-08-15,0.46853,-0.0011,0.0001,-0.00164,0.003,-0.00032
IBM250926C00155000,IBM,2025-09-26,155.0,call,0.0,85.72,84.4,104,87.05,94,0,0,2025-08-15,0.60511,0.98781,0.00064,-0.03646,0.02574,0.17385
